,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
3361,15.0,8.0,1,5,8,0,3.0,162.72,0,False,True,False,False,False
3362,11.0,32.0,4,3,5,1,8.0,169.49,0,False,True,False,True,False
3363,9.0,6.0,3,4,1,0,5.0,152.28,0,False,True,False,True,False
3364,9.0,31.0,4,4,5,1,2.0,123.13,1,False,False,True,False,True
3366,23.0,15.0,5,4,8,0,4.0,256.2,0,True,False,False,False,False
3367,0.0,8.0,4,4,8,1,2.0,199.07,1,False,True,False,False,True
3368,1.0,13.0,4,5,6,1,3.0,145.73,1,False,False,True,True,False
3370,12.0,9.0,5,1,5,0,6.0,177.49,0,False,True,False,True,False
3371,1.0,11.0,4,3,3,1,4.0,166.62,0,False,True,False,False,False
3372,7.0,6.0,4,5,10,0,6.0,204.82,1,False,False,False,False,False
3373,0.0,34.0,3,4,2,0,4.0,162.72,0,False,True,False,False,False
3374,2.0,33.0,3,3,5,0,1.0,143.35,0,False,True,False,False,False
3375,7.0,15.0,3,3,2,0,3.0,157.14,0,False,True,False,False,False
3379,20.0,7.0,3,4,1,0,3.0,219.57,0,False,False,False,True,False
3380,9.0,9.0,4,2,1,0,1.0,120.45,0,False,False,True,False,True
3382,12.0,30.0,4,1,1,0,3.0,220.31,0,True,False,False,True,False
3383,5.0,19.0,4,1,2,1,6.0,183.55,0,False,True,False,True,False
3386,9.0,10.0,5,3,3,0,1.0,137.81,0,False,False,True,False,False
3387,19.0,8.0,5,4,4,1,7.0,268.72,0,True,False,False,True,False
3389,4.0,8.0,4,4,2,1,8.0,160.79,0,False,False,True,True,False
3390,1.0,12.0,4,1,3,0,3.0,156.17,0,False,False,True,False,True
3391,28.0,24.0,4,3,10,0,9.0,232.39,0,False,False,False,False,False
3394,14.0,18.0,4,3,3,0,5.0,188.23,0,False,True,False,True,False
3396,0.0,9.0,3,3,10,0,0.0,145.77,1,False,True,False,False,True
3397,15.0,18.0,3,1,4,1,0.0,150.87,0,False,True,False,True,False
3398,20.0,29.0,3,2,2,0,6.0,203.12,1,False,False,False,False,False
3399,11.0,16.0,5,3,4,0,11.0,232.06,0,False,False,False,True,False
3400,0.0,14.0,3,2,2,0,2.0,126.1,0,False,False,True,False,True
3402,19.0,20.0,2,3,8,1,9.0,261.95,1,True,False,False,False,True
3403,0.0,10.0,3,2,2,1,6.0,136.91,1,False,False,True,False,False
3404,0.0,14.0,1,2,9,0,0.0,125.34,0,False,False,True,False,False
3405,1.0,7.0,5,1,8,0,3.0,172.75,0,False,True,False,True,False
3406,1.0,8.0,4,1,3,0,1.0,141.11,0,False,False,True,False,True
3407,11.0,29.0,4,3,1,0,8.0,195.26,0,False,False,False,False,True
3408,8.0,8.0,4,4,3,1,4.0,148.42,1,False,False,True,True,False
3410,25.0,34.0,1,3,3,1,2.0,232.47000000000003,0,True,False,False,False,False
3411,1.0,17.0,5,2,3,1,5.0,182.69,0,False,True,False,False,False
3415,1.0,33.0,4,1,3,0,5.0,186.8,0,False,True,False,False,True
3416,1.0,9.0,4,3,3,0,3.0,152.83,0,False,False,True,False,True
3417,7.0,6.0,4,4,6,0,2.0,132.94,0,False,False,True,False,False
3421,3.0,30.0,1,4,5,1,0.0,231.94,1,True,False,False,False,True
3424,3.0,7.0,3,4,2,0,7.0,137.48,0,False,False,True,True,False
3427,22.0,14.0,4,4,7,0,3.0,231.2,0,True,False,False,False,False
3431,9.0,14.0,3,3,2,0,0.0,119.04,1,False,False,True,False,True
3434,8.0,6.0,4,2,1,0,0.0,153.63,0,False,True,False,False,False
3439,3.0,14.0,1,5,1,1,3.0,214.16000000000005,0,False,False,False,False,False
3440,24.0,8.0,5,4,6,0,2.0,154.82,0,False,True,False,True,False
3441,8.0,12.0,3,3,1,1,2.0,135.06,0,False,False,True,True,False
3443,9.0,9.0,4,2,4,0,0.0,121.77,0,False,False,True,False,False
3445,13.0,8.0,3,4,6,0,0.0,143.27,0,False,True,False,False,False
3446,14.0,8.0,4,3,3,1,7.0,168.11,0,False,True,False,False,True
3447,19.0,13.0,5,2,8,0,3.0,213.65,0,False,False,False,False,True
3449,4.0,9.0,5,2,7,1,1.0,193.77,0,False,True,False,False,True
3450,10.0,19.0,5,2,2,0,3.0,213.58,0,False,False,False,False,True
3451,1.0,7.0,4,5,3,0,8.0,199.12,0,False,False,False,True,False
3452,9.0,23.0,4,4,2,0,10.0,205.2,0,False,False,False,False,False
3456,1.0,23.0,4,5,4,1,3.0,210.64,1,False,False,False,False,True
3457,1.0,15.0,4,1,2,0,2.0,168.42,0,False,True,False,True,False
3460,20.0,17.0,5,2,4,1,3.0,215.71,0,False,False,False,False,False
3461,2.0,33.0,5,5,3,0,5.0,172.24,0,False,True,False,False,False
3462,9.0,12.0,1,5,2,1,0.0,116.01,1,False,False,True,False,False
3463,12.0,14.0,2,3,3,0,4.0,151.1,0,False,False,True,True,False
3465,0.0,6.0,4,1,7,0,2.0,147.75,0,False,True,False,True,False
3466,6.0,11.0,5,3,3,0,9.0,186.62,0,False,True,False,False,False
3467,1.0,7.0,4,3,3,0,8.0,177.96,0,False,True,False,True,False
3468,6.0,8.0,3,3,2,0,4.0,136.0,0,False,False,True,False,False
3469,19.0,6.0,4,5,3,1,5.0,206.73,0,False,False,False,True,False
3470,5.0,19.0,3,2,3,0,3.0,144.03,0,False,True,False,True,False
3473,5.0,15.0,3,2,2,1,5.0,163.22,0,False,True,False,False,False
3474,1.0,31.0,6,1,3,1,1.0,136.18,1,False,False,True,False,True
3475,0.0,21.0,4,5,1,0,3.0,147.74,0,False,False,True,True,False
3476,20.0,9.0,4,1,4,0,5.0,198.79,0,False,True,False,True,False
3477,11.0,6.0,2,2,1,0,8.0,176.25,0,False,True,False,False,True
3480,18.0,12.0,4,2,7,0,8.0,188.65,0,False,False,False,False,True
3482,1.0,10.0,4,5,3,1,8.0,158.48,1,False,False,True,False,True
3483,0.0,27.0,1,1,2,0,2.0,126.78,0,False,False,True,False,True
3484,8.0,32.0,3,5,3,0,0.0,142.86,1,False,True,False,True,False
3485,9.0,6.0,3,4,2,1,2.0,123.02,1,False,False,True,False,True
3486,11.0,17.0,4,5,8,0,4.0,159.52,0,False,False,True,True,False
3488,19.0,13.0,5,1,8,0,3.0,213.65,0,False,False,False,False,True
3489,25.0,12.0,3,5,4,1,9.0,155.77,0,False,True,False,True,False
3491,29.0,7.0,3,3,2,0,9.0,163.06,0,False,True,False,True,False
3493,1.0,14.0,5,2,11,0,2.0,240.57,0,False,False,False,True,False
3495,4.0,6.0,3,2,9,1,5.0,159.93,1,False,True,False,False,True
3497,0.0,14.0,3,1,2,0,2.0,126.1,0,False,False,True,False,True
3498,8.0,27.0,3,1,2,1,7.0,140.14,0,False,True,False,True,False
3499,6.0,10.0,4,2,5,0,8.0,236.59,0,False,False,False,False,True
3501,17.0,14.0,3,5,2,1,1.0,125.59,0,False,False,True,True,False
3502,11.0,14.0,4,4,5,0,5.0,124.68,0,False,False,True,True,False
3504,8.0,7.0,5,4,7,0,3.0,157.94,0,False,False,True,False,False
3505,13.0,8.0,3,1,2,0,8.0,146.61,0,False,True,False,False,True
3506,11.0,17.0,4,4,3,0,8.0,164.36,0,False,False,True,True,False
3507,4.0,14.0,3,1,2,0,9.0,207.93,0,False,False,False,True,False
3511,12.0,16.0,3,3,8,0,2.0,234.64,0,False,False,False,False,True
3512,5.0,27.0,4,4,3,1,3.0,156.4,1,False,False,True,False,True
3513,16.0,31.0,4,1,6,0,0.0,207.98,0,False,False,False,True,False
3519,8.0,15.0,4,5,7,0,3.0,190.0,0,False,True,False,False,False
3520,5.0,14.0,1,3,6,0,3.0,151.75,0,False,True,False,True,False
3530,2.0,33.0,5,5,3,0,5.0,172.24,0,False,True,False,True,False
3532,8.0,7.0,4,4,3,1,4.0,148.42,1,False,False,True,True,False
3534,13.0,22.0,4,5,2,0,11.0,258.41,0,True,False,False,False,True
3536,1.0,8.0,4,1,2,1,2.0,138.67,0,False,False,True,True,False
3537,24.0,7.0,4,3,2,0,14.0,188.47,0,False,True,False,False,False
3538,23.0,34.0,1,3,2,1,8.0,132.21,0,False,False,True,True,False
3541,24.0,15.0,4,4,9,0,3.0,163.75,0,False,False,True,True,False
3542,12.0,7.0,2,3,3,0,1.0,153.44,0,False,False,True,False,False
3544,10.0,28.0,4,4,6,0,3.0,214.26,1,False,True,False,True,False
3545,1.0,17.0,4,1,3,0,3.0,171.84,0,False,True,False,False,True
3546,7.0,8.0,4,3,2,0,9.0,195.47,0,False,True,False,False,False
3547,17.0,11.0,5,1,5,0,3.0,227.31,0,False,False,False,False,True
3548,6.0,6.0,1,5,3,0,3.0,153.76,0,False,True,False,True,False
3550,16.0,31.0,4,2,6,0,0.0,234.0,0,False,False,False,True,False
3551,5.0,19.0,3,1,3,0,3.0,144.03,0,False,True,False,True,False
3553,19.0,15.0,4,2,11,0,9.0,161.97,0,False,True,False,False,False
3554,1.0,8.0,4,2,2,1,2.0,138.67,0,False,False,True,False,False
3556,12.0,8.0,3,3,1,0,3.0,209.38,0,False,False,False,False,True
3557,6.0,12.0,4,4,3,0,4.0,190.24,0,False,True,False,False,False
3558,22.0,23.0,4,3,10,0,8.0,189.39,0,False,True,False,True,False
3559,1.0,9.0,4,1,4,0,3.0,150.8,0,False,False,True,False,True
3560,6.0,29.0,3,1,2,1,12.0,234.58,0,False,False,False,False,True
3561,29.0,29.0,3,4,5,1,9.0,234.02,0,True,False,False,False,False
3563,24.0,17.0,5,2,8,0,3.0,229.96,0,False,False,False,False,True
3566,7.0,12.0,5,1,6,0,3.0,196.19,0,False,False,False,True,False
3567,10.0,31.0,4,4,9,0,9.0,181.74,0,False,True,False,False,False
3570,12.0,30.0,4,2,11,0,3.0,182.45,0,False,True,False,True,False
3571,0.0,8.0,3,3,2,0,2.0,127.83,0,False,False,True,False,True
3579,3.0,30.0,4,5,2,0,4.0,164.04,1,False,False,True,False,True
3582,0.0,9.0,3,5,6,0,2.0,140.31,1,False,False,True,False,False
3583,8.0,10.0,6,1,7,0,3.0,185.29,0,False,True,False,False,True
3584,8.0,17.0,5,3,3,0,8.0,175.63,0,False,True,False,True,False
3585,9.0,23.0,4,3,6,1,1.0,201.32,0,False,False,False,False,False
3586,1.0,15.0,6,5,3,1,8.0,146.19,1,False,False,True,True,False
3587,0.0,31.0,3,3,2,0,7.0,129.42,0,False,False,True,True,False
3588,10.0,7.0,4,3,8,0,1.0,193.15,0,False,True,False,False,True
3589,1.0,14.0,4,2,2,0,4.0,149.36,0,False,False,True,True,False
3590,9.0,11.0,1,3,3,1,3.0,121.27,0,False,False,True,False,False
3592,2.0,9.0,3,3,5,1,0.0,152.38,1,False,True,False,True,False
3593,1.0,20.0,4,4,3,0,1.0,145.33,0,False,False,True,False,False
3594,4.0,14.0,4,3,4,0,2.0,123.29,0,False,False,True,False,False
3595,0.0,14.0,1,4,1,0,2.0,148.51,0,False,True,False,True,False
3598,7.0,11.0,5,4,10,0,3.0,163.38,0,False,False,True,True,False
3600,1.0,7.0,4,4,3,1,3.0,148.02,1,False,False,True,False,True
3601,18.0,30.0,4,4,6,0,3.0,145.42,0,False,True,False,True,False
3602,0.0,32.0,3,1,2,0,2.0,129.04,0,False,False,True,True,False
3603,9.0,8.0,3,5,7,1,2.0,120.42,1,False,False,True,True,False
3605,1.0,22.0,4,3,9,1,8.0,261.1,1,False,False,False,False,False
3606,10.0,15.0,4,2,6,0,8.0,175.79,0,False,True,False,True,False
3607,7.0,6.0,1,2,3,0,3.0,132.8,0,False,False,True,False,True
3608,25.0,15.0,5,4,7,0,8.0,249.9,0,False,False,False,False,False
3609,6.0,10.0,4,4,9,0,2.0,138.38,0,False,False,True,False,False
3610,9.0,18.0,3,3,10,1,1.0,146.63,0,False,True,False,True,False
3613,21.0,16.0,4,3,6,0,1.0,146.05,0,False,False,True,False,True
3614,8.0,12.0,5,1,3,0,14.0,164.86,0,False,True,False,True,False
3615,0.0,6.0,3,2,2,1,8.0,126.86,1,False,False,True,False,True
3617,12.0,17.0,4,3,2,0,3.0,151.84,0,False,False,True,True,False
3618,2.0,10.0,4,4,2,0,8.0,201.55,0,False,False,False,True,False
3620,1.0,9.0,5,2,3,0,1.0,136.02,1,False,False,True,False,True
3621,14.0,23.0,5,3,8,0,1.0,175.94,0,False,True,False,False,True
3622,10.0,17.0,4,3,5,0,8.0,195.94,0,False,False,False,True,False
3625,1.0,18.0,4,5,3,1,4.0,172.41,0,False,True,False,True,False
3626,9.0,9.0,3,1,2,1,0.0,115.69,1,False,False,True,False,True
3627,19.0,8.0,4,4,3,0,8.0,199.41,0,False,False,False,True,False
3628,1.0,7.0,5,5,3,1,1.0,148.19,1,False,False,True,False,False
3629,12.0,14.0,5,2,2,0,6.0,165.28,0,False,True,False,False,True
3630,9.0,25.0,4,5,2,0,5.0,180.61,0,False,True,False,True,False
3631,8.0,24.0,3,3,2,0,0.0,146.01,0,False,True,False,False,False
3633,29.0,15.0,3,3,3,0,3.0,129.42,0,False,False,True,False,False
3634,9.0,28.0,3,3,5,1,1.0,121.32,1,False,False,True,False,False
3635,4.0,31.0,2,4,6,1,1.0,256.94,1,True,False,False,False,True
3637,26.0,10.0,5,3,4,1,5.0,204.69,0,False,False,False,True,False
3640,25.0,9.0,4,3,3,1,4.0,179.69,0,False,False,False,False,False
3641,2.0,26.0,5,5,3,0,4.0,156.96,0,False,False,True,True,False
3644,5.0,12.0,4,2,2,1,4.0,173.21,0,False,False,True,False,False
3645,0.0,32.0,3,1,2,0,4.0,161.8,0,False,True,False,False,True
3647,17.0,28.0,4,2,9,0,3.0,147.58,0,False,False,True,False,False
3649,22.0,9.0,2,4,5,0,3.0,206.2,0,False,True,False,True,False
3650,5.0,8.0,3,5,2,0,0.0,128.27,0,False,False,True,True,False
3651,9.0,6.0,3,2,2,0,7.0,121.15,0,False,False,True,False,True
3652,7.0,14.0,4,5,2,0,4.0,168.73,0,False,True,False,True,False
3653,9.0,17.0,4,1,5,0,0.0,166.52,0,False,True,False,True,False
3654,1.0,35.0,4,4,3,0,5.0,187.72,0,False,True,False,False,False
3655,11.0,17.0,5,1,4,1,1.0,191.94,0,False,True,False,True,False
3657,5.0,7.0,4,4,3,0,1.0,150.01,0,False,False,True,False,True
3659,10.0,13.0,3,5,6,1,4.0,142.84,0,False,True,False,True,False
3660,2.0,34.0,6,5,2,0,1.0,173.77,0,False,True,False,True,False
3662,1.0,14.0,3,2,2,0,2.0,133.1,0,False,False,True,False,True
3663,17.0,6.0,3,1,5,1,2.0,157.43,0,False,True,False,True,False
3665,18.0,14.0,3,2,10,0,8.0,136.97,0,False,True,False,False,False
3667,2.0,25.0,3,2,5,0,2.0,142.62,0,False,True,False,True,False
3670,13.0,11.0,5,3,6,0,10.0,184.02,0,False,True,False,True,False
3671,7.0,6.0,3,4,2,0,3.0,143.25,0,False,True,False,True,False
3672,1.0,8.0,5,3,3,1,1.0,154.33,0,False,False,True,True,False
3673,29.0,25.0,4,4,5,1,8.0,188.85,0,False,True,False,True,False
3674,5.0,30.0,3,2,2,0,7.0,153.09,0,False,True,False,False,False
3676,0.0,28.0,3,3,2,1,7.0,161.79,1,False,True,False,False,False
3677,1.0,11.0,6,1,3,0,3.0,229.0,1,False,False,False,True,False
3679,1.0,16.0,4,3,3,0,3.0,152.42,1,False,False,True,False,False
3680,1.0,11.0,4,2,3,1,7.0,161.91,1,False,False,True,False,False
3681,23.0,12.0,4,3,4,0,3.0,191.51,0,False,True,False,False,False
3682,2.0,7.0,4,5,4,0,3.0,145.8,0,False,False,True,False,True
3685,3.0,24.0,5,5,3,0,10.0,204.88,0,False,False,False,False,True
3686,22.0,8.0,4,4,3,0,8.0,153.9,0,False,True,False,True,False
3687,23.0,15.0,5,4,8,0,4.0,256.2,0,True,False,False,True,False
3689,0.0,6.0,1,4,2,0,7.0,174.46,1,False,False,False,False,True
3693,10.0,35.0,3,4,2,1,3.0,218.49,1,False,False,False,False,False
3695,7.0,8.0,4,3,4,0,7.0,127.68,0,False,False,True,True,False
3696,11.0,11.0,4,3,9,1,4.0,154.96,0,False,False,True,True,False
3698,9.0,14.0,4,5,1,0,3.0,123.42,0,False,False,True,False,False
3699,1.0,36.0,5,4,2,0,5.0,159.79,1,False,False,True,False,True
3702,2.0,28.0,4,2,3,0,3.0,152.13,0,False,False,True,False,False
3703,0.0,10.0,4,2,2,1,4.0,158.28,1,False,True,False,False,True
3705,10.0,25.0,3,4,5,0,0.0,130.22,0,False,False,True,True,False
3706,0.0,10.0,3,1,2,1,2.0,128.75,0,False,False,True,False,True
3708,11.0,8.0,4,2,4,0,5.0,152.49,0,False,True,False,False,False
3709,18.0,9.0,2,1,3,1,8.0,203.79,0,False,False,False,True,False
3710,9.0,22.0,4,5,5,0,2.0,156.47,0,False,True,False,False,False
3711,5.0,8.0,2,2,8,0,7.0,150.55,0,False,True,False,False,True
3712,0.0,34.0,4,3,3,0,2.0,186.39,0,False,True,False,True,False
3713,8.0,6.0,3,3,10,0,9.0,147.17,0,False,True,False,True,False
3714,12.0,17.0,4,1,3,1,4.0,181.66,0,False,True,False,False,True
3715,8.0,10.0,6,5,5,0,13.0,172.59,0,False,True,False,False,True
3717,1.0,26.0,4,2,3,0,3.0,148.23,0,False,False,True,False,False
3718,4.0,9.0,4,2,2,0,8.0,150.64,0,False,False,True,False,True
3719,14.0,7.0,4,3,5,1,1.0,172.28,1,False,True,False,False,True
3720,22.0,11.0,3,3,3,0,2.0,166.51,0,False,True,False,True,False
3721,1.0,16.0,5,5,5,0,3.0,169.0,1,False,False,True,True,False
3722,0.0,12.0,4,1,2,1,0.0,129.26,1,False,False,True,False,True
3723,3.0,34.0,3,2,2,0,9.0,157.75,0,False,True,False,False,False
3724,20.0,14.0,4,3,4,0,1.0,177.58,0,False,True,False,True,False
3725,2.0,7.0,4,3,2,1,3.0,146.54,0,False,False,True,False,True
3726,1.0,16.0,4,2,3,1,3.0,148.23,1,False,False,True,False,True
3727,9.0,19.0,3,3,2,0,6.0,120.96,0,False,False,True,True,False
3728,4.0,8.0,3,1,5,1,5.0,165.82,0,False,True,False,False,True
3729,10.0,6.0,4,2,2,0,11.0,164.74,0,False,True,False,False,False
3730,15.0,30.0,4,3,5,1,3.0,195.82,0,False,False,False,False,True
3732,0.0,14.0,3,1,2,1,2.0,123.23,1,False,False,True,False,True
3733,17.0,32.0,5,2,7,0,1.0,259.0,0,False,False,False,True,False
3735,2.0,7.0,1,3,9,1,2.0,162.94,0,False,True,False,False,True
3736,12.0,32.0,5,4,5,0,2.0,245.61,0,False,False,False,False,False
3737,9.0,8.0,5,5,3,0,3.0,149.5,0,False,False,True,False,True
3738,1.0,6.0,3,1,2,0,2.0,127.06,0,False,False,True,True,False
3739,14.0,31.0,4,1,3,0,8.0,158.19,0,False,True,False,True,False
3741,12.0,27.0,5,3,7,0,2.0,157.36,0,False,True,False,True,False
3750,7.0,32.0,5,4,3,0,3.0,168.2,0,False,True,False,False,True
3751,8.0,16.0,4,1,2,0,3.0,210.0,0,False,False,False,True,False
3752,3.0,7.0,4,1,3,0,2.0,204.18,0,False,False,False,True,False
3753,9.0,27.0,3,1,8,0,2.0,122.58,0,False,False,True,True,False
3755,20.0,8.0,4,5,8,0,8.0,159.23,0,False,False,True,False,True
3756,1.0,15.0,6,5,3,1,8.0,146.19,1,False,False,True,False,False
3757,7.0,10.0,4,3,3,1,1.0,154.09,0,False,False,True,True,False
3758,14.0,14.0,5,2,3,0,3.0,206.5,1,False,False,False,False,True
3759,11.0,21.0,4,2,1,1,3.0,215.1,0,False,False,False,True,False
3760,1.0,24.0,4,4,2,1,2.0,155.58,0,False,False,True,False,False
3761,0.0,16.0,1,3,2,0,2.0,135.05,0,False,False,True,False,True
3762,11.0,20.0,4,1,3,0,8.0,167.85,0,False,True,False,True,False
3763,17.0,18.0,4,3,3,0,10.0,200.1,0,False,False,False,True,False
3765,1.0,13.0,5,1,3,1,1.0,154.26,1,False,False,True,False,True
3767,9.0,18.0,4,2,3,0,3.0,174.68,0,False,True,False,True,False
3768,9.0,32.0,4,3,2,0,0.0,120.29,0,False,False,True,True,False
3771,22.0,13.0,4,3,9,0,3.0,209.65,0,False,False,False,False,True
3772,11.0,13.0,4,1,1,0,5.0,140.28,0,False,True,False,False,True
3773,16.0,6.0,3,2,5,0,2.0,155.62,0,False,True,False,False,False
3774,6.0,11.0,3,1,7,0,2.0,199.98,0,False,True,False,True,False
3775,2.0,29.0,1,3,2,0,7.0,127.0,0,False,False,True,False,False
3779,12.0,9.0,1,4,10,0,6.0,163.89,0,False,True,False,True,False
3781,0.0,12.0,5,3,5,1,7.0,161.72,1,False,True,False,True,False
3782,1.0,8.0,5,5,8,0,8.0,148.62,1,False,False,True,False,True
3786,3.0,14.0,3,3,2,0,4.0,126.32,0,False,False,True,False,True
3788,0.0,22.0,1,3,4,0,7.0,152.94,0,False,True,False,True,False
3789,2.0,12.0,3,1,2,0,8.0,131.31,0,False,False,True,True,False
3792,9.0,24.0,3,1,2,0,7.0,121.53,0,False,False,True,False,True
3793,15.0,11.0,4,3,11,1,8.0,149.61,1,False,False,True,True,False
3795,8.0,9.0,5,5,8,0,10.0,184.57,0,False,True,False,False,False
3796,1.0,10.0,2,2,3,0,8.0,169.2,0,False,False,True,False,False
3799,0.0,14.0,3,1,2,1,0.0,125.15,1,False,False,True,True,False
3800,1.0,7.0,5,5,3,0,8.0,167.94,0,False,True,False,False,True
3802,5.0,13.0,3,1,5,0,3.0,192.04,0,False,True,False,True,False
3803,9.0,30.0,3,4,8,0,8.0,156.74,0,False,True,False,False,False
3805,9.0,15.0,4,1,2,0,7.0,196.19,1,False,False,False,False,True
3806,1.0,29.0,6,3,3,0,1.0,140.55,1,False,False,True,True,False
3807,18.0,31.0,6,3,4,0,5.0,162.08,0,False,False,True,False,True
3810,15.0,16.0,3,5,1,0,9.0,267.99,0,True,False,False,True,False
3811,19.0,9.0,4,2,6,0,4.0,176.6,1,False,True,False,False,True
3812,27.0,9.0,3,5,3,0,5.0,159.4,0,False,True,False,False,False
3813,4.0,17.0,3,5,2,1,1.0,168.33,0,False,True,False,False,False
3814,9.0,8.0,3,5,7,1,2.0,120.42,1,False,False,True,False,False
3815,13.0,8.0,4,1,3,1,9.0,189.72,0,False,True,False,True,False
3816,4.0,11.0,3,1,2,0,2.0,154.76,0,False,True,False,True,False
3817,22.0,31.0,3,5,2,0,4.0,132.11,0,False,False,True,True,False
3818,9.0,16.0,3,4,6,0,7.0,173.14,1,False,False,False,True,False
3820,9.0,14.0,5,1,3,0,2.0,151.9,0,False,False,True,True,False
3827,3.0,35.0,4,1,6,0,8.0,150.14,0,False,False,True,True,False
3828,8.0,14.0,4,4,2,0,12.0,244.94,0,False,False,False,False,True
3831,0.0,7.0,3,1,10,1,2.0,147.87,1,False,False,True,True,False
3832,11.0,15.0,4,4,1,0,2.0,128.99,0,False,False,True,True,False
3833,0.0,6.0,3,3,4,0,2.0,129.09,1,False,False,True,False,False
3834,10.0,18.0,5,4,3,0,4.0,189.99,0,False,True,False,False,True
3835,12.0,10.0,4,3,5,0,3.0,153.21,0,False,False,True,False,False
3836,28.0,8.0,4,3,9,0,3.0,230.02,0,False,False,False,True,False
3838,1.0,35.0,5,4,2,0,7.0,165.49,0,False,True,False,True,False
3841,11.0,7.0,4,2,4,1,3.0,261.03,0,False,False,False,True,False
3842,9.0,26.0,3,3,5,0,0.0,122.59,0,False,False,True,True,False
3843,13.0,7.0,2,1,2,0,3.0,221.13,0,False,False,False,True,False
3844,13.0,14.0,3,1,4,1,2.0,140.69,0,False,True,False,True,False
3845,1.0,14.0,3,1,2,0,2.0,133.1,0,False,False,True,False,True
3846,2.0,14.0,5,5,4,0,7.0,197.15,0,False,True,False,True,False
3847,3.0,12.0,4,2,1,0,7.0,146.27,0,False,True,False,False,False
3849,8.0,9.0,2,1,2,1,3.0,154.32,0,False,False,True,True,False
3850,3.0,9.0,4,4,2,0,3.0,156.8,0,False,False,True,False,False
3851,3.0,14.0,3,4,2,0,0.0,124.76,0,False,False,True,False,False
3852,15.0,29.0,4,2,5,1,4.0,179.67,0,False,True,False,True,False
3853,9.0,28.0,3,3,2,1,0.0,116.75,1,False,False,True,False,True
3854,5.0,13.0,1,4,2,0,3.0,127.94,0,False,False,True,True,False
3855,7.0,11.0,4,4,7,0,8.0,155.55,0,False,True,False,True,False
3856,0.0,6.0,4,5,2,0,7.0,142.94,0,False,True,False,False,True
3857,5.0,12.0,4,1,2,1,4.0,173.21,0,False,False,True,True,False
3858,1.0,12.0,3,5,3,0,6.0,165.0,0,False,True,False,True,False
3861,0.0,14.0,3,4,2,0,7.0,162.14,0,False,True,False,True,False
3865,7.0,17.0,2,3,2,1,9.0,208.8,0,False,False,False,True,False
3870,6.0,14.0,2,4,3,0,4.0,152.94,0,False,False,True,True,False
3871,7.0,14.0,1,3,1,0,0.0,125.85,0,False,False,True,True,False
3872,1.0,18.0,2,3,2,0,4.0,165.11,0,False,True,False,True,False
3874,5.0,30.0,5,2,2,0,9.0,180.82,0,False,True,False,False,False
3876,18.0,8.0,3,3,5,0,7.0,151.54,0,False,True,False,True,False
3877,5.0,11.0,4,4,4,0,5.0,158.78,0,False,True,False,True,False
3878,16.0,15.0,4,4,2,0,3.0,193.25,0,False,True,False,True,False
3879,9.0,16.0,3,4,2,0,2.0,122.97,0,False,False,True,True,False
3882,26.0,8.0,4,4,3,0,12.0,175.25,0,False,False,False,True,False
3886,17.0,14.0,2,1,6,0,3.0,145.89,0,False,False,True,True,False
3887,16.0,36.0,6,1,6,0,1.0,167.72,0,False,True,False,False,True
3891,4.0,35.0,4,1,3,0,10.0,182.75,0,False,True,False,True,False
3894,9.0,24.0,4,5,5,1,3.0,214.66,0,False,True,False,False,False
3897,14.0,8.0,4,1,10,0,1.0,149.06,0,False,False,True,True,False
3898,0.0,14.0,3,3,2,0,2.0,126.1,1,False,False,True,True,False
3899,9.0,8.0,3,4,10,1,12.0,154.1,0,False,True,False,False,True
3901,13.0,7.0,4,3,9,0,3.0,147.32,0,False,False,True,True,False
3904,2.0,28.0,2,4,8,0,3.0,219.96,0,False,False,False,True,False
3906,15.0,10.0,3,5,8,0,5.0,151.55,0,False,True,False,False,True
3907,2.0,14.0,3,5,8,1,2.0,124.04,1,False,False,True,False,False
3909,11.0,7.0,3,4,1,1,2.0,129.91,0,False,False,True,True,False
3910,9.0,32.0,5,4,5,0,9.0,234.03,0,False,False,False,False,False
3911,16.0,21.0,4,2,4,0,2.0,168.04,0,False,True,False,False,False
3912,12.0,7.0,3,2,2,0,9.0,201.25,0,False,True,False,False,True
3913,11.0,23.0,4,3,1,0,9.0,188.23,0,False,False,False,False,False
3915,5.0,19.0,4,4,2,0,2.0,127.43,0,False,False,True,False,False
3916,0.0,24.0,3,1,2,0,0.0,126.93,1,False,False,True,False,True
3917,4.0,6.0,5,3,1,0,4.0,143.45,0,False,True,False,False,False
3918,1.0,33.0,5,5,1,0,0.0,148.77,0,False,True,False,True,False
3919,12.0,8.0,4,3,2,0,10.0,145.53,0,False,True,False,False,True
3920,26.0,8.0,3,3,7,0,2.0,248.52,0,True,False,False,True,False
3922,1.0,11.0,4,1,3,1,3.0,153.75,0,False,False,True,False,True
3923,4.0,26.0,1,1,1,0,2.0,127.91,0,False,False,True,True,False
3924,14.0,26.0,4,2,10,1,8.0,152.41,0,False,True,False,False,False
3926,15.0,8.0,4,1,4,0,0.0,167.81,0,False,True,False,False,True
